ID,First Name,Last Name,Email,Password,Annual Gross Income,Federal tax,Ontario tax,CPP,EI,Net Income
645,Dory,Fishbourn,dfishbournhw@ted.com,bYh9LYI,192234.0,42796.71,16770.58,3499.8,952.74,128214.17
646,Jeanie,Mitchelmore,jmitchelmorehx@list-manage.com,sEGR6Z2Fv,141602.0,28534.12,11120.05,3499.8,952.74,97495.29
647,Woodman,Ludlom,wludlomhy@addtoany.com,uCdd8bslpIo,252376.0,61464.61,23482.43,3499.8,952.74,162976.42
648,Friederike,Kither,fkitherhz@nature.com,9ZBXf5,246779.0,59617.6,22857.8,3499.8,952.74,159851.06
649,Dredi,Matskiv,dmatskivi0@google.it,oyctIN,107983.0,19793.18,7985.18,3499.8,952.74,75752.1
650,Drusi,Culligan,dculligani1@de.vu,aoiBl3a,88480.0,15377.56,6200.65,3499.8,952.74,62449.25
651,Syd,Orkney,sorkneyi2@yellowpages.com,OYFSOU,223870.0,52057.63,20301.16,3499.8,952.74,147058.67
652,Eal,Brothwell,ebrothwelli3@cdc.gov,7HK1zRKJa,291893.0,74505.22,27924.65,3499.8,952.74,185010.59
653,Leesa,Pinsent,lpinsenti4@imdb.com,pH55UUv3Wj,111649.0,20746.34,8320.62,3499.8,952.74,78129.5
654,Renee,Siddle,rsiddlei5@cnn.com,phD5iZ29,192204.0,42788.01,16767.23,3499.8,952.74,128196.22
655,Myrvyn,Shieldon,mshieldoni6@istockphoto.com,BoWyJMfpu,79306.0,13496.89,5361.23,3499.8,952.74,55995.34
656,Bertha,Lobe,blobei7@weather.com,liaPhgpWAv,143182.0,28944.92,11296.38,3499.8,952.74,98488.16
657,Yvette,Worsell,yworselli8@mayoclinic.com,qpLNyxA30YN,286677.0,72783.94,27310.42,3499.8,952.74,182130.1
658,Merissa,Willetts,mwillettsi9@imageshack.us,JTS1apeKfq,154994.0,32016.04,12614.6,3499.8,952.74,105910.82
659,Ekaterina,Vedyashkin,evedyashkinia@instagram.com,qWhkZWH,79875.0,13613.54,5413.3,3499.8,952.74,56395.62
660,Joe,Kipping,jkippingib@boston.com,g7438h3Ur2f1,215937.0,49670.58,19415.84,3499.8,952.74,142398.04
661,Felicity,Brankley,fbrankleyic@google.co.uk,j5aZCCad,60935.0,9730.84,3680.29,3473.3,952.74,43097.83
662,Reba,Karlolak,rkarlolakid@amazon.com,9zVG9L,215833.0,49640.42,19404.23,3499.8,952.74,142335.81
663,Shepard,Mapledoore,smapledooreie@ameblo.jp,YpNHMahAc,110748.0,20512.08,8238.18,3499.8,952.74,77545.2
664,Ignaz,Gribbin,igribbinif@washingtonpost.com,MQ88JYkiL,50851.0,7663.62,2757.6,2898.51,803.45,36727.82
665,Mord,Di Biagio,mdibiagioig@mtv.com,B5mD6ceRdRv,132896.0,26270.56,10264.72,3499.8,952.74,91908.18
666,Cosmo,Queenborough,cqueenboroughih@statcounter.com,YQMRpi,133418.0,26406.28,10312.48,3499.8,952.74,92246.7
667,Yovonnda,Kienlein,ykienleinii@kickstarter.com,FaWm6dQHAwpY,184216.0,40471.49,15875.77,3499.8,952.74,123416.2
668,Rhodie,Aymer,raymerij@epa.gov,HaU44t,47881.0,7182.15,2485.85,2729.22,756.52,34727.26
669,Audrie,Henworth,ahenworthik@icio.us,3fqkauJ4r,60291.0,9598.82,3621.36,3436.59,952.6,42681.63
670,Xena,Audritt,xaudrittil@uiuc.edu,QYes620sIKOs,242492.0,58202.89,22379.37,3499.8,952.74,157457.2
671,Kristo,Clayworth,kclayworthim@elpais.com,B4XG1985,122209.0,23491.94,9286.86,3499.8,952.74,84977.66
672,Mikol,Baxendale,mbaxendalein@chron.com,4wveoHiBP,48618.0,7292.7,2553.28,2771.23,768.16,35232.63
673,Shaylah,Bathow,sbathowio@unc.edu,yJsXaL,134897.0,26790.82,10447.81,3499.8,952.74,93205.83
674,Brett,Haycock,bhaycockip@friendfeed.com,7D1CjP14,90352.0,15761.32,6371.94,3499.8,952.74,63766.2
675,Israel,Pyford,ipyfordiq@miibeian.gov.cn,JdhFFFfR,250029.0,60690.1,23220.5,3499.8,952.74,161665.86
676,Ezri,Yurkevich,eyurkevichir@smh.com.au,2dwPQkpY34,40881.0,6132.15,2064.49,2330.22,645.92,29708.22
677,Nanny,Lelliott,nlelliottis@dmoz.org,0nLphD,34650.0,5197.5,1749.83,1975.05,547.47,25180.15
678,Maryl,Blaise,mblaiseit@chronoengine.com,xAdyMvB,196576.0,44055.89,17255.15,3499.8,952.74,130812.42
679,Alena,Jagiela,ajagielaiu@scientificamerican.com,eOoMtSWpEv,230734.0,54322.75,21067.18,3499.8,952.74,150891.53
680,Myranda,Thamelt,mthameltiv@prlog.org,U4CHPrc3ugTW,36056.0,5408.4,1820.83,2055.19,569.68,26201.9
681,Aveline,Slevin,asleviniw@instagram.com,EoyQMcOkMdz2,96900.0,17103.67,6971.08,3499.8,952.74,68372.71
682,Lancelot,Franz-Schoninger,lfranzschoningerix@intel.com,lCFP0fT,49914.0,7487.1,2671.86,2845.1,788.64,36121.3
683,Wolfie,Davidavidovics,wdavidavidovicsiy@dailymail.co.uk,PWDjF0vvi,275938.0,69240.07,26111.95,3499.8,952.74,176133.44
684,Bradney,Orans,boransiz@usa.gov,DL6lV1SYaSm4,146499.0,29807.34,11666.55,3499.8,952.74,100572.57
685,Odille,Tobin,otobinj0@hostgator.com,J4iGRY1dvc5U,216623.0,49869.52,19492.39,3499.8,952.74,142808.55
686,Balduin,Greiswood,bgreiswoodj1@cam.ac.uk,0Gacl2M,175367.0,37905.28,14888.22,3499.8,952.74,118120.96
687,Pippo,Lebbon,plebbonj2@bravesites.com,hT5ctRfgU,151169.0,31021.54,12187.73,3499.8,952.74,103507.19
688,Agnella,Kitching,akitchingj3@fotki.com,ORcFZu0,271864.0,67895.65,25657.29,3499.8,952.74,173858.52
689,Cristy,Tipple,ctipplej4@nifty.com,QLVEshVD,86395.0,14950.14,6009.88,3499.8,952.74,60982.44
690,Aindrea,Surgen,asurgenj5@tumblr.com,UXVWsFAm3,82248.0,14100.0,5630.43,3499.8,952.74,58065.03
691,Kacey,Scrange,kscrangej6@networksolutions.com,75GQVK0k,48796.0,7319.4,2569.57,2781.37,770.98,35354.68
692,Matias,Tottem,mtottemj7@barnesandnoble.com,vjdQdDD9bX,33925.0,5088.75,1713.21,1933.73,536.02,24653.29
693,Odey,Halewood,ohalewoodj8@elegantthemes.com,d2h8wr,181126.0,39575.39,15530.93,3499.8,952.74,121567.14
694,Hurley,Baccas,hbaccasj9@google.ca,jq1kprFY9,242458.0,58191.67,22375.58,3499.8,952.74,157438.21
695,Owen,Seywood,oseywoodja@privacy.gov.au,wJTNUeJ7,291678.0,74434.27,27898.51,3499.8,952.74,184892.68
696,Gannon,Kulas,gkulasjb@seesaa.net,AOodzM,245292.0,59126.89,22691.85,3499.8,952.74,159020.72
697,Geri,Renahan,grenahanjc@csmonitor.com,ssDauA0,169813.0,36294.62,14268.4,3499.8,952.74,114797.44
698,Ingeborg,Biesterfeld,ibiesterfeldjd@ftc.gov,AlKkFY7jf,48130.0,7219.5,2508.63,2743.41,760.45,34898.01
699,Thacher,Burdin,tburdinje@yandex.ru,Bw63qN,220117.0,50882.78,19882.32,3499.8,952.74,144899.36
700,Gwendolyn,Sheasby,gsheasbyjf@rediff.com,mvHe8dEL,299578.0,77041.27,28859.15,3499.8,952.74,189225.04
701,Phylis,Tesdale,ptesdalejg@domainmarket.com,ZkrkvN1Q,293449.0,75018.71,28113.86,3499.8,952.74,185863.89
702,Arluene,Hulkes,ahulkesjh@meetup.com,wwU1zQ4KLV,245398.0,59161.88,22703.68,3499.8,952.74,159079.9
703,Britte,Errol,berrolji@studiopress.com,UCnES7X,148954.0,30445.64,11940.53,3499.8,952.74,102115.29
704,Leandra,Yushkov,lyushkovjj@yelp.com,CrwJbvKXzpGO,293813.0,75138.82,28158.13,3499.8,952.74,186063.51
705,Karina,McCritchie,kmccritchiejk@rambler.ru,3YPKYXLv1XX,53028.0,8109.9,2956.8,3022.6,837.84,38100.86
706,Igor,Beausang,ibeausangjl@t.co,PwWqgM5b6,113195.0,21148.3,8462.08,3499.8,952.74,79132.08
707,Flora,Leebeter,fleebeterjm@aol.com,ou9D0CKTy,175096.0,37826.69,14857.98,3499.8,952.74,117958.79
708,Kiley,Gladyer,kgladyerjn@ucoz.ru,1uMlcTR3Vw8,28117.0,4217.55,1419.91,1602.67,444.25,20432.62
709,Brittaney,Spurge,bspurgejo@phpbb.com,0XyEFIqI9d,181817.0,39775.78,15608.04,3499.8,952.74,121980.64
710,Elisabeth,Ricardet,ericardetjp@baidu.com,pu33VYX,100007.0,17740.6,7255.37,3499.8,952.74,70558.49
711,Heriberto,Jackling,hjacklingjq@forbes.com,NPP0cKlC,118555.0,22541.9,8952.52,3499.8,952.74,82608.04
712,Nert,Romei,nromeijr@thetimes.co.uk,F0UtGY,25632.0,3844.8,1294.42,1461.02,404.99,18626.77
713,Lucienne,Yellowlees,lyellowleesjs@tumblr.com,mQjhMDbo9xBL,209552.0,47818.93,18703.27,3499.8,952.74,138577.26
714,Orelie,Saunderson,osaundersonjt@blog.com,xPvJnXVick,86062.0,14881.88,5979.41,3499.8,952.74,60748.17
715,Francisca,Repp,freppju@prweb.com,uMRP0y1PE4,156988.0,32575.37,12837.13,3499.8,952.74,107122.96
716,Josephine,Mardell,jmardelljv@auda.org.au,IK72Y3D,91148.0,15924.5,6444.78,3499.8,952.74,64326.18
717,Adara,Cutill,acutilljw@illinois.edu,52XELC,227206.0,53158.51,20673.46,3499.8,952.74,148921.49
718,Ganny,Panchen,gpanchenjx@webmd.com,3ZxBXC,290257.0,73965.35,27725.72,3499.8,952.74,184113.39
719,Sigismund,Probert,sprobertjy@hibu.com,B0AAlqB06aO,233520.0,55242.13,21378.1,3499.8,952.74,152447.23
720,Dane,Berrycloth,dberryclothjz@chron.com,QNsRfA,150095.0,30742.31,12067.87,3499.8,952.74,102832.28
721,Fayina,Brady,fbradyk0@cmu.edu,6XrDo91dn,122363.0,23531.98,9300.95,3499.8,952.74,85077.53
722,Larina,Costy,lcostyk1@fc2.com,q3bEROKZ7,251409.0,61145.5,23374.51,3499.8,952.74,162436.45
723,Westbrook,Kindall,wkindallk2@multiply.com,bm1G0NGbQksZ,247727.0,59930.44,22963.6,3499.8,952.74,160380.42
724,Kalindi,Verna,kvernak3@salon.com,wikulu5vi,133567.0,26445.02,10326.11,3499.8,952.74,92343.33
725,Ilsa,Levins,ilevinsk4@discovery.com,xakDyM,263411.0,65106.16,24713.93,3499.8,952.74,169138.37
726,Carmon,Grosvener,cgrosvenerk5@loc.gov,ji1sJ8wW16X5,36781.0,5517.15,1857.44,2096.52,581.14,26728.75
727,Ellsworth,Pheasant,epheasantk6@phoca.cz,M644L5TGGE,128949.0,25244.34,9903.57,3499.8,952.74,89348.55
728,Alberik,Sigward,asigwardk7@wufoo.com,MNq5Vo6o2,82579.0,14167.86,5660.71,3499.8,952.74,58297.89
729,Irving,Foy,ifoyk8@hibu.com,QwO77G5SFAbO,128943.0,25242.78,9903.02,3499.8,952.74,89344.66
730,Neel,Weagener,nweagenerk9@shutterfly.com,69obUN,166934.0,35459.71,13947.1,3499.8,952.74,113074.65
731,Georgia,Glassman,gglassmanka@webs.com,hAEg1t,170598.0,36522.27,14356.0,3499.8,952.74,115267.19
732,Gracie,Hambribe,ghambribekb@usgs.gov,eljPDRC8qe6J,198779.0,44694.76,17501.0,3499.8,952.74,132130.7
733,Morris,Askey,maskeykc@webeden.co.uk,ksiEJRk1wKi,142369.0,28733.54,11205.65,3499.8,952.74,97977.27
734,Tania,Zimmerman,tzimmermankd@networksolutions.com,YesrSxn0Yb,34445.0,5166.75,1739.47,1963.37,544.23,25031.18
735,Patty,Grigoliis,pgrigoliiske@hugedomains.com,widyQ4VAc8L,44604.0,6690.6,2252.5,2542.43,704.74,32413.73
736,Darsie,Thrussell,dthrussellkf@businessinsider.com,dkPSFAPNY,158265.0,32945.7,12979.64,3499.8,952.74,107887.12
737,Artie,Abbotts,aabbottskg@soup.io,p5qFsTFQDP,156414.0,32408.91,12773.07,3499.8,952.74,106779.48
738,Myrta,Trask,mtraskkh@about.me,Rhi8coh93,175170.0,37848.15,14866.24,3499.8,952.74,118003.07
739,Janos,Troop,jtroopki@typepad.com,R5K5sIUBRFU,213182.0,48871.63,19108.38,3499.8,952.74,140749.45
740,Sheelah,Durrant,sdurrantkj@businessinsider.com,TMDPAdFz,39605.0,5940.75,2000.05,2257.49,625.76,28780.95
741,Moll,Stenhouse,mstenhousekk@craigslist.org,pdP7nn,273272.0,68360.29,25814.42,3499.8,952.74,174644.75
742,Lianna,McCutcheon,lmccutcheonkl@360.cn,8AVvNcVHs9p,239727.0,57290.44,22070.8,3499.8,952.74,155913.22
743,Emlynn,Fogt,efogtkm@gnu.org,NeRK9s,267923.0,66595.12,25217.47,3499.8,952.74,171657.87
744,Felicia,Firmage,ffirmagekn@japanpost.jp,lFcVNXqxlVZ,27718.0,4157.7,1399.76,1579.93,437.94,20142.67
745,Clementia,Cassey,ccasseyko@so-net.ne.jp,Wu3xEvuZH,233093.0,55101.22,21330.44,3499.8,952.74,152208.8
746,Tremain,McBrier,tmcbrierkp@simplemachines.org,UJIuiet,197970.0,44460.15,17410.72,3499.8,952.74,131646.59
747,Austine,Blackhurst,ablackhurstkq@google.de,GOtbfdmkN2su,299743.0,77095.73,28879.21,3499.8,952.74,189315.52
748,Ronny,McCurry,rmccurrykr@statcounter.com,4PpLL5k3FJ79,166955.0,35465.8,13949.44,3499.8,952.74,113087.22
749,Emili,Mottinelli,emottinelliks@networkadvertising.org,o0pueM,175543.0,37956.32,14907.86,3499.8,952.74,118226.28
750,Alvina,Schettini,aschettinikt@technorati.com,Bq97zV,182012.0,39832.33,15629.81,3499.8,952.74,122097.32
751,Zoe,Derkes,zderkesku@nature.com,kVwupf,151999.0,31237.34,12280.35,3499.8,952.74,104028.77
752,Normand,Rankling,nranklingkv@51.la,eoyUUQmi,242456.0,58191.01,22375.36,3499.8,952.74,157437.09
753,Urban,Kondratyuk,ukondratyukkw@hp.com,2jKDY12Ow4Z,169871.0,36311.44,14274.87,3499.8,952.74,114832.15
754,Olly,Monk,omonkkx@loc.gov,kTzRHM2Zy,172918.0,37195.07,14614.91,3499.8,952.74,116655.48
755,Austin,Geratasch,agerataschky@photobucket.com,KehlGfRBnJT,64581.0,10478.27,4013.9,3499.8,952.74,45636.29
756,Danny,Bern,dbernkz@behance.net,aEcmW20iHzM7,198087.0,44494.08,17423.78,3499.8,952.74,131716.6
757,Julio,Trump,jtrumpl0@altervista.org,l33FleQ1Hyjz,85736.0,14815.04,5949.58,3499.8,952.74,60518.84
758,Sampson,Maharg,smahargl1@github.com,D2hH7326eD,176974.0,38371.31,15067.56,3499.8,952.74,119082.59
759,Mitzi,Goforth,mgoforthl2@devhub.com,ZYny6K,77635.0,13154.34,5208.34,3499.8,952.74,54819.78
760,Sascha,Vasyatkin,svasyatkinl3@icq.com,K1pmTxJpBC,167895.0,35738.4,14054.35,3499.8,952.74,113649.71
761,Devland,Oxenbury,doxenburyl4@craigslist.org,8079Rnmy9K,47653.0,7147.95,2464.98,2716.22,752.92,34570.93
762,Matty,Brumble,mbrumblel5@netlog.com,IMNkwdqrvp,172321.0,37021.94,14548.29,3499.8,952.74,116298.23
763,Emmy,Dumelow,edumelowl6@msu.edu,ZcIPfeTCN,64288.0,10418.2,3987.09,3499.8,952.74,45430.17
764,Bancroft,Feak,bfeakl7@slideshare.net,JApGgx6Q9hc,227066.0,53112.31,20657.83,3499.8,952.74,148843.32
765,Oates,McKeever,omckeeverl8@baidu.com,3jJzRn,67521.0,11080.97,4282.91,3499.8,952.74,47704.58
766,Valentina,Blenkiron,vblenkironl9@skype.com,bokr28wEYyw,124979.0,24212.14,9540.31,3499.8,952.74,86774.01
767,Hansiain,Clunie,hcluniela@exblog.jp,dOvTZ0yfCQw,157628.0,32760.97,12908.55,3499.8,952.74,107505.94
768,Mayne,Pester,mpesterlb@tuttocitta.it,DNYLSaKkd,246579.0,59551.6,22835.48,3499.8,952.74,159739.38
769,Eda,Edgell,eedgelllc@linkedin.com,kzYoutfxX,89687.0,15625.0,6311.09,3499.8,952.74,63298.37
770,Lawry,Alessandretti,lalessandrettild@sohu.com,KUTmokCjTWy,239617.0,57254.14,22058.52,3499.8,952.74,155851.8
771,Nikita,Pampling,npamplingle@census.gov,MSMPFJOCrx5X,26631.0,3994.65,1344.87,1517.97,420.77,19352.74
772,Findley,Melia,fmelialf@sourceforge.net,wN7OGC8m6L,91107.0,15916.1,6441.02,3499.8,952.74,64297.34
773,Reinwald,Becerro,rbecerrolg@smh.com.au,zePMoQRfqP6E,286783.0,72818.92,27322.25,3499.8,952.74,182189.29
774,Adriano,Birks,abirkslh@mlb.com,nImAyFX,144619.0,29318.54,11456.75,3499.8,952.74,99391.17
775,Ailsun,Breinl,abreinlli@google.de,arndPAN,121479.0,23302.14,9220.06,3499.8,952.74,84504.26
776,Katerine,Fillary,kfillarylj@ucsd.edu,2ZYclCCpTKR,47425.0,7113.75,2444.12,2703.22,749.32,34414.59
777,Bryana,Schwier,bschwierlk@freewebs.com,TykV9ogHN,241372.0,57833.29,22254.38,3499.8,952.74,156831.79
778,Ulick,Hanley,uhanleyll@simplemachines.org,6uShSTtv6yDF,262316.0,64744.81,24591.73,3499.8,952.74,168526.92
779,Coreen,Arens,carenslm@businessinsider.com,Opy7PwzMT,292372.0,74663.29,27982.9,3499.8,952.74,185273.27
780,Morley,Haveline,mhavelineln@ocn.ne.jp,fGyj5wEvPu46,29751.0,4462.65,1502.43,1695.81,470.07,21620.04
781,Binny,Sabatini,bsabatinilo@canalblog.com,T9A88Jojkpp6,70220.0,11634.26,4529.86,3499.8,952.74,49603.34
782,Dona,Ecclestone,decclestonelp@behance.net,1FpZqe,80211.0,13682.42,5444.04,3499.8,952.74,56632.0
783,Barbee,Petschelt,bpetscheltlq@devhub.com,coU9AdRs,98473.0,17426.13,7115.01,3499.8,952.74,69479.32
784,Vyky,Chawner,vchawnerlr@xrea.com,Prxdo2I,260980.0,64303.93,24442.63,3499.8,952.74,167780.9
785,Nathalie,Simenon,nsimenonls@yale.edu,gDHsQo,222994.0,51768.55,20203.4,3499.8,952.74,146569.51
786,Joane,Greetham,jgreethamlt@upenn.edu,zf51e8OR61,25446.0,3816.9,1285.02,1450.42,402.05,18491.61
787,Zolly,Ollis,zollislu@163.com,LPhXmj,256941.0,62971.06,23991.88,3499.8,952.74,165525.52
788,Tadeas,Chace,tchacelv@eepurl.com,k8njYBuwLvtg,50105.0,7515.75,2689.34,2855.99,791.66,36252.26
789,Marie-jeanne,Lawdham,mlawdhamlw@rambler.ru,Bkcb5z,193024.0,43025.81,16858.74,3499.8,952.74,128686.91
790,Edik,Buckbee,ebuckbeelx@parallels.com,OtQdxD,233294.0,55167.55,21352.88,3499.8,952.74,152321.03
791,Philippine,Daveley,pdaveleyly@cbslocal.com,K9Eir4cGdDw,179378.0,39068.47,15335.85,3499.8,952.74,120521.14
792,Jemmie,Gwilym,jgwilymlz@example.com,OZjfqx5WIrQs,55929.0,8704.61,3222.24,3187.95,883.68,39930.52
793,Berk,Biggs,bbiggsm0@discovery.com,h2ENlbcD,54137.0,8337.25,3058.27,3085.81,855.36,38800.31
794,Linnie,Digweed,ldigweedm1@google.ru,b7LrWi2,115409.0,21723.94,8664.66,3499.8,952.74,80567.86
795,Harlen,Firman,hfirmanm2@wunderground.com,pbbtfbSgxV,92663.0,16235.08,6583.4,3499.8,952.74,65391.98
796,Ferrell,Rowaszkiewicz,frowaszkiewiczm3@myspace.com,xxHdVhEK,124873.0,24184.58,9530.61,3499.8,952.74,86705.27
797,Kristoffer,Mager,kmagerm4@si.edu,rOQIBT8tCj,96729.0,17068.61,6955.44,3499.8,952.74,68252.41
798,Margot,Fish,mfishm5@ftc.gov,NNQEslciBFC,217604.0,50154.01,19601.87,3499.8,952.74,143395.58
799,Noelyn,Fowell,nfowellm6@drupal.org,wmmAawspFql,64760.0,10514.97,4030.27,3499.8,952.74,45762.22
800,Karlee,Jeens,kjeensm7@i2i.jp,WZTI0DHj,120797.0,23124.82,9157.66,3499.8,952.74,84061.98
801,Karla,Dominka,kdominkam8@scientificamerican.com,U4ZIH0Az1M,97238.0,17172.95,7002.01,3499.8,952.74,68610.5
802,Butch,Karpman,bkarpmanm9@sphinn.com,TlrVMKjyxoFi,225884.0,52722.25,20525.92,3499.8,952.74,148183.29
803,Sutherlan,Writer,swriterma@csmonitor.com,mzdAQGzWjN,174220.0,37572.65,14760.22,3499.8,952.74,117434.59
804,Leoline,Ride,lridemb@yahoo.co.jp,OYVykvEM,243027.0,58379.44,22439.08,3499.8,952.74,157755.94
805,Debera,Toby,dtobymc@bandcamp.com,PWUU6ijHsO,234113.0,55437.82,21444.28,3499.8,952.74,152778.36
806,Ricard,Girardy,rgirardymd@arstechnica.com,KHUwGFLBJx,71507.0,11898.1,4647.62,3499.8,952.74,50508.74
807,Prentiss,Deighton,pdeightonme@ycombinator.com,H0IXZPQRyMBi,154062.0,31773.72,12510.59,3499.8,952.74,105325.15
808,Freddie,Wroe,fwroemf@wp.com,ztun8Q5eqd,288653.0,73436.02,27530.94,3499.8,952.74,183233.5
809,Ludwig,Monaghan,lmonaghanmg@tripadvisor.com,SCmjSXJ,146701.0,29859.86,11689.1,3499.8,952.74,100699.5
810,Sander,Murden,smurdenmh@discovery.com,cMnD4qSRoWd,102641.0,18404.26,7496.39,3499.8,952.74,72287.81
811,Ashely,Heading,aheadingmi@sina.com.cn,vSP1kDVNZZFx,27660.0,4149.0,1396.83,1576.62,437.03,20100.52
812,Celie,Veal,cvealmj@artisteer.com,qkprNmg5y2,219402.0,50675.43,19802.53,3499.8,952.74,144471.5
813,Jillane,Glowinski,jglowinskimk@senate.gov,M6rOniyNz3Mw,210305.0,48037.3,18787.3,3499.8,952.74,139027.86
814,Iggy,Croxley,icroxleyml@comsenz.com,G4Z079uKG4C,194569.0,43473.86,17031.17,3499.8,952.74,129611.43
815,Jillana,Ciciari,jciciarimm@devhub.com,hDKP0MP,42894.0,6434.1,2166.15,2444.96,677.73,31171.06
816,Isidoro,Hardaker,ihardakermn@miitbeian.gov.cn,y84nJxrQhLJ,264807.0,65566.85,24869.73,3499.8,952.74,169917.88
817,Isac,Riach,iriachmo@elpais.com,PAhI55Qe9xIJ,286637.0,72770.74,27305.96,3499.8,952.74,182107.76
818,Douglass,Kobisch,dkobischmp@paginegialle.it,VG3OfVX,154290.0,31833.0,12536.03,3499.8,952.74,105468.43
819,Bili,Littrell,blittrellmq@constantcontact.com,kGPqErTzebjw,251312.0,61113.49,23363.69,3499.8,952.74,162382.28
820,Lani,Siddell,lsiddellmr@is.gd,iD3631,71922.0,11983.17,4685.6,3499.8,952.74,50800.69
821,Riccardo,Abley,rableyms@illinois.edu,3gTTCP,190989.0,42435.66,16631.64,3499.8,952.74,127469.16
822,Dukie,Rowlings,drowlingsmt@delicious.com,LIvHaVwuc,231652.0,54625.69,21169.63,3499.8,952.74,151404.14
823,Dulsea,Cutbush,dcutbushmu@huffingtonpost.com,v82lLJG0vRL,102046.0,18249.56,7441.94,3499.8,952.74,71901.96
824,Dorella,Busst,dbusstmv@t-online.de,kw6vbsdKx4Kd,115013.0,21620.98,8628.42,3499.8,952.74,80311.06
825,Lawrence,Goulborn,lgoulbornmw@netscape.com,Ee8rqnZlvx,150874.0,30944.84,12154.8,3499.8,952.74,103321.82
826,Haven,Flower,hflowermx@t-online.de,yB42fV,213724.0,49028.81,19168.86,3499.8,952.74,141073.79
827,Lavinia,Brockest,lbrockestmy@wiley.com,qF3DkN4wMBaC,29087.0,4363.05,1468.89,1657.96,459.57,21137.53
828,Elihu,Gilberthorpe,egilberthorpemz@theatlantic.com,AvQTIw,171897.0,36898.98,14500.97,3499.8,952.74,116044.51
829,Patrice,Dressel,pdresseln0@ebay.com,1VBZp0,29048.0,4357.2,1466.92,1655.74,458.96,21109.18
830,Shanie,McHan,smchann1@slashdot.org,EUc6Y8foax4,49187.0,7378.05,2605.34,2803.66,777.15,35622.8
831,Olvan,Lowater,olowatern2@salon.com,wU7DTGQ5oZ,282861.0,71524.66,26884.55,3499.8,952.74,179999.25
832,Beatrix,Musterd,bmusterdn3@wikia.com,VRv51V28,69166.0,11418.19,4433.42,3499.8,952.74,48861.85
833,Gunter,Darlow,gdarlown4@springer.com,OI3iF3,287002.0,72891.19,27346.69,3499.8,952.74,182311.58
834,Karlan,Charke,kcharken5@google.it,4UlgWxlfd,171911.0,36903.04,14502.53,3499.8,952.74,116052.89
835,Nerte,Merrington,nmerringtonn6@microsoft.com,xKUgQw,266903.0,66258.52,25103.64,3499.8,952.74,171088.3
836,Evita,Shasnan,eshasnann7@msu.edu,OhV8xGi,275638.0,69141.07,26078.47,3499.8,952.74,175965.92
837,Zena,Sturte,zsturten8@constantcontact.com,6BnSMn7zd3Q,188470.0,41705.15,16350.52,3499.8,952.74,125961.79
838,Grier,Adamowicz,gadamowiczn9@cloudflare.com,O19vHMV,174584.0,37678.21,14800.84,3499.8,952.74,117652.41
839,Chad,Dani,cdanina@blogspot.com,HFBglmp,51246.0,7744.59,2793.74,2921.02,809.69,36976.96
840,Salvidor,Blanc,sblancnb@devhub.com,BcEz917rbF,122857.0,23660.42,9346.15,3499.8,952.74,85397.89
841,Max,Jeffress,mjeffressnc@state.gov,1PSkxdaqrC,271924.0,67915.46,25663.98,3499.8,952.74,173892.02
842,Winni,Goacher,wgoachernd@ftc.gov,kGrEwg2nlt,42671.0,6400.65,2154.89,2432.25,674.2,31009.01
843,Heida,Vivian,hvivianne@yandex.ru,lBGjX1L,268594.0,66816.55,25292.36,3499.8,952.74,172032.55
844,Yul,Easton,yeastonnf@arstechnica.com,6P9hUDJL1,275069.0,68953.3,26014.97,3499.8,952.74,175648.19
845,Leeanne,Vispo,lvispong@amazon.com,1YRpd3IArP,75639.0,12745.16,5025.7,3499.8,952.74,53415.6
846,Georgeanne,Fredy,gfredynh@google.pl,NfpyRU,87137.0,15102.25,6077.77,3499.8,952.74,61504.44
847,Sianna,Chessun,schessunni@liveinternet.ru,FzljGWG5,67869.0,11152.31,4314.75,3499.8,952.74,47949.4
848,Catlin,Kealy,ckealynj@chronoengine.com,0WB96EzQa,105814.0,19229.24,7786.72,3499.8,952.74,74345.5
849,Brian,Closs,bclossnk@cafepress.com,aTIwjYxLvKM,287430.0,73032.43,27394.45,3499.8,952.74,182550.58
850,Francesca,Bradnocke,fbradnockenl@hubpages.com,hkGWKPZN7xH,211302.0,48326.43,18898.57,3499.8,952.74,139624.46
851,Melamie,Marston,mmarstonnm@1688.com,RvwOhZp8,251074.0,61034.95,23337.12,3499.8,952.74,162249.39
852,Hernando,Gaudin,hgaudinnn@taobao.com,gfRnQh,106464.0,19398.24,7846.19,3499.8,952.74,74767.03
853,Joel,Worswick,jworswickno@webmd.com,0cqBBBoekxWP,103729.0,18687.14,7595.94,3499.8,952.74,72993.38
854,Rozelle,Korneichik,rkorneichiknp@nytimes.com,tgThxh,206823.0,47027.52,18398.71,3499.8,952.74,136944.23
855,Cori,Davoren,cdavorennq@scribd.com,MAmXGHSQy,32020.0,4803.0,1617.01,1825.14,505.92,23268.93
856,Ferdy,Jillitt,fjillittnr@pen.io,XLi5Wg,85402.0,14746.57,5919.02,3499.8,952.74,60283.87
857,Lona,Woodruffe,lwoodruffens@jimdo.com,NjCv6lQFijU,49650.0,7447.5,2647.71,2830.05,784.47,35940.27
858,Kathye,Scarisbrick,kscarisbricknt@reference.com,hR2gaE,53901.0,8288.87,3036.68,3072.36,851.64,38651.45
